Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
AI Summarize,ai.summarize.standard,Magnexis APIHub > Ai,api-ai-summarize,ai,"Condense long text into a concise, structured summary.",medium,none,free,Text Transform,standard,ai|standard,60,1.57
Ember Scan Profile Retail 0303 Adaptive,data.gen-data-ember-scan-profile-retail-0303.adaptive,Magnexis APIHub > Data,api-data-gen-data-ember-scan-profile-retail-0303-adaptive,data,Ember Scan Profile Retail 0303 orchestrates deterministic enrichment results for data workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Enrichment,adaptive,adaptive|data,20,39.63
Ember Scan Profile Retail 0303 Batch,data.gen-data-ember-scan-profile-retail-0303.batch,Magnexis APIHub > Data,api-data-gen-data-ember-scan-profile-retail-0303-batch,data,Ember Scan Profile Retail 0303 orchestrates deterministic enrichment results for data workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Enrichment,batch,batch|data,20,39.67
Spire Scan Profile Retail 0304,business.gen-business-spire-scan-profile-retail-0304.standard,Magnexis APIHub > Business,api-business-gen-business-spire-scan-profile-retail-0304,business,Spire Scan Profile Retail 0304 orchestrates deterministic forecasting results for business workflows in retail scenarios.,low,none,free,Forecasting,standard,business|forecasting,90,40.05
Spire Scan Profile Retail 0304 Fast,business.gen-business-spire-scan-profile-retail-0304.fast,Magnexis APIHub > Business,api-business-gen-business-spire-scan-profile-retail-0304-fast,business,Spire Scan Profile Retail 0304 orchestrates deterministic forecasting results for business workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Forecasting,fast,business|fast,75,39.18
Spire Scan Profile Retail 0304 Deep,business.gen-business-spire-scan-profile-retail-0304.deep,Magnexis APIHub > Business,api-business-gen-business-spire-scan-profile-retail-0304-deep,business,Spire Scan Profile Retail 0304 orchestrates deterministic forecasting results for business workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Forecasting,deep,business|deep,75,39.24
Spire Scan Profile Retail 0304 Strict,business.gen-business-spire-scan-profile-retail-0304.strict,Magnexis APIHub > Business,api-business-gen-business-spire-scan-profile-retail-0304-strict,business,Spire Scan Profile Retail 0304 orchestrates deterministic forecasting results for business workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Forecasting,strict,business|forecasting,75,39.62
Spire Scan Profile Retail 0304 Creative,business.gen-business-spire-scan-profile-retail-0304.creative,Magnexis APIHub > Business,api-business-gen-business-spire-scan-profile-retail-0304-creative,business,Spire Scan Profile Retail 0304 orchestrates deterministic forecasting results for business workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Forecasting,creative,business|creative,75,39.14
Spire Scan Profile Retail 0304 Compact,business.gen-business-spire-scan-profile-retail-0304.compact,Magnexis APIHub > Business,api-business-gen-business-spire-scan-profile-retail-0304-compact,business,Spire Scan Profile Retail 0304 orchestrates deterministic forecasting results for business workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Forecasting,compact,business|compact,75,39.74
Spire Scan Profile Retail 0304 Verbose,business.gen-business-spire-scan-profile-retail-0304.verbose,Magnexis APIHub > Business,api-business-gen-business-spire-scan-profile-retail-0304-verbose,business,Spire Scan Profile Retail 0304 orchestrates deterministic forecasting results for business workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Forecasting,verbose,business|forecasting,75,39.81
Spire Scan Profile Retail 0304 Safe,business.gen-business-spire-scan-profile-retail-0304.safe,Magnexis APIHub > Business,api-business-gen-business-spire-scan-profile-retail-0304-safe,business,Spire Scan Profile Retail 0304 orchestrates deterministic forecasting results for business workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Forecasting,safe,business|forecasting,75,39.24
Spire Scan Profile Retail 0304 Adaptive,business.gen-business-spire-scan-profile-retail-0304.adaptive,Magnexis APIHub > Business,api-business-gen-business-spire-scan-profile-retail-0304-adaptive,business,Spire Scan Profile Retail 0304 orchestrates deterministic forecasting results for business workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Forecasting,adaptive,adaptive|business,75,39.57
Spire Scan Profile Retail 0304 Batch,business.gen-business-spire-scan-profile-retail-0304.batch,Magnexis APIHub > Business,api-business-gen-business-spire-scan-profile-retail-0304-batch,business,Spire Scan Profile Retail 0304 orchestrates deterministic forecasting results for business workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Forecasting,batch,batch|business,75,39.47
Aurora Align Profile Retail 0305,finance.gen-finance-aurora-align-profile-retail-0305.standard,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-align-profile-retail-0305,finance,Aurora Align Profile Retail 0305 orchestrates deterministic mapping results for finance workflows in retail scenarios.,medium,none,free,Mapping,standard,align|aurora,60,39.52
Aurora Align Profile Retail 0305 Fast,finance.gen-finance-aurora-align-profile-retail-0305.fast,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-align-profile-retail-0305-fast,finance,Aurora Align Profile Retail 0305 orchestrates deterministic mapping results for finance workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Mapping,fast,align|aurora,45,40.05
Aurora Align Profile Retail 0305 Deep,finance.gen-finance-aurora-align-profile-retail-0305.deep,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-align-profile-retail-0305-deep,finance,Aurora Align Profile Retail 0305 orchestrates deterministic mapping results for finance workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Mapping,deep,align|aurora,45,39.84
Aurora Align Profile Retail 0305 Strict,finance.gen-finance-aurora-align-profile-retail-0305.strict,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-align-profile-retail-0305-strict,finance,Aurora Align Profile Retail 0305 orchestrates deterministic mapping results for finance workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Mapping,strict,align|aurora,45,39.26
Aurora Align Profile Retail 0305 Creative,finance.gen-finance-aurora-align-profile-retail-0305.creative,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-align-profile-retail-0305-creative,finance,Aurora Align Profile Retail 0305 orchestrates deterministic mapping results for finance workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Mapping,creative,align|aurora,45,39.51
Aurora Align Profile Retail 0305 Compact,finance.gen-finance-aurora-align-profile-retail-0305.compact,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-align-profile-retail-0305-compact,finance,Aurora Align Profile Retail 0305 orchestrates deterministic mapping results for finance workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Mapping,compact,align|aurora,45,39.96
Aurora Align Profile Retail 0305 Verbose,finance.gen-finance-aurora-align-profile-retail-0305.verbose,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-align-profile-retail-0305-verbose,finance,Aurora Align Profile Retail 0305 orchestrates deterministic mapping results for finance workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Mapping,verbose,align|aurora,45,39.26
Aurora Align Profile Retail 0305 Safe,finance.gen-finance-aurora-align-profile-retail-0305.safe,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-align-profile-retail-0305-safe,finance,Aurora Align Profile Retail 0305 orchestrates deterministic mapping results for finance workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Mapping,safe,align|aurora,45,39.45
Aurora Align Profile Retail 0305 Adaptive,finance.gen-finance-aurora-align-profile-retail-0305.adaptive,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-align-profile-retail-0305-adaptive,finance,Aurora Align Profile Retail 0305 orchestrates deterministic mapping results for finance workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Mapping,adaptive,adaptive|align,45,39.88
Aurora Align Profile Retail 0305 Batch,finance.gen-finance-aurora-align-profile-retail-0305.batch,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-align-profile-retail-0305-batch,finance,Aurora Align Profile Retail 0305 orchestrates deterministic mapping results for finance workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Mapping,batch,align|aurora,45,40.15
Lattice Align Profile Retail 0306,security.gen-security-lattice-align-profile-retail-0306.standard,Magnexis APIHub > Security,api-security-gen-security-lattice-align-profile-retail-0306,security,Lattice Align Profile Retail 0306 orchestrates deterministic governance results for security workflows in retail scenarios.,high,none,pro,Governance,standard,align|gen-305,30,40.19
Lattice Align Profile Retail 0306 Fast,security.gen-security-lattice-align-profile-retail-0306.fast,Magnexis APIHub > Security,api-security-gen-security-lattice-align-profile-retail-0306-fast,security,Lattice Align Profile Retail 0306 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Governance,fast,align|fast,20,40.07
Lattice Align Profile Retail 0306 Deep,security.gen-security-lattice-align-profile-retail-0306.deep,Magnexis APIHub > Security,api-security-gen-security-lattice-align-profile-retail-0306-deep,security,Lattice Align Profile Retail 0306 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Governance,deep,align|deep,20,39.58
Lattice Align Profile Retail 0306 Strict,security.gen-security-lattice-align-profile-retail-0306.strict,Magnexis APIHub > Security,api-security-gen-security-lattice-align-profile-retail-0306-strict,security,Lattice Align Profile Retail 0306 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Governance,strict,align|gen-305,20,39.60
Lattice Align Profile Retail 0306 Creative,security.gen-security-lattice-align-profile-retail-0306.creative,Magnexis APIHub > Security,api-security-gen-security-lattice-align-profile-retail-0306-creative,security,Lattice Align Profile Retail 0306 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Governance,creative,align|creative,20,39.64
Lattice Align Profile Retail 0306 Compact,security.gen-security-lattice-align-profile-retail-0306.compact,Magnexis APIHub > Security,api-security-gen-security-lattice-align-profile-retail-0306-compact,security,Lattice Align Profile Retail 0306 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Governance,compact,align|compact,20,39.69
Lattice Align Profile Retail 0306 Verbose,security.gen-security-lattice-align-profile-retail-0306.verbose,Magnexis APIHub > Security,api-security-gen-security-lattice-align-profile-retail-0306-verbose,security,Lattice Align Profile Retail 0306 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Governance,verbose,align|gen-305,20,39.50
Lattice Align Profile Retail 0306 Safe,security.gen-security-lattice-align-profile-retail-0306.safe,Magnexis APIHub > Security,api-security-gen-security-lattice-align-profile-retail-0306-safe,security,Lattice Align Profile Retail 0306 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Governance,safe,align|gen-305,20,40.30
Lattice Align Profile Retail 0306 Adaptive,security.gen-security-lattice-align-profile-retail-0306.adaptive,Magnexis APIHub > Security,api-security-gen-security-lattice-align-profile-retail-0306-adaptive,security,Lattice Align Profile Retail 0306 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Governance,adaptive,adaptive|align,20,40.05
Lattice Align Profile Retail 0306 Batch,security.gen-security-lattice-align-profile-retail-0306.batch,Magnexis APIHub > Security,api-security-gen-security-lattice-align-profile-retail-0306-batch,security,Lattice Align Profile Retail 0306 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Governance,batch,align|batch,20,39.85
Vector Align Profile Retail 0307,web.gen-web-vector-align-profile-retail-0307.standard,Magnexis APIHub > Web,api-web-gen-web-vector-align-profile-retail-0307,web,Vector Align Profile Retail 0307 orchestrates deterministic synthesis results for web workflows in retail scenarios.,low,none,free,Synthesis,standard,align|gen-306,90,39.68
Vector Align Profile Retail 0307 Fast,web.gen-web-vector-align-profile-retail-0307.fast,Magnexis APIHub > Web,api-web-gen-web-vector-align-profile-retail-0307-fast,web,Vector Align Profile Retail 0307 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Synthesis,fast,align|fast,75,40.03
Vector Align Profile Retail 0307 Deep,web.gen-web-vector-align-profile-retail-0307.deep,Magnexis APIHub > Web,api-web-gen-web-vector-align-profile-retail-0307-deep,web,Vector Align Profile Retail 0307 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Synthesis,deep,align|deep,75,39.50
Vector Align Profile Retail 0307 Strict,web.gen-web-vector-align-profile-retail-0307.strict,Magnexis APIHub > Web,api-web-gen-web-vector-align-profile-retail-0307-strict,web,Vector Align Profile Retail 0307 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Synthesis,strict,align|gen-306,75,39.90
Vector Align Profile Retail 0307 Creative,web.gen-web-vector-align-profile-retail-0307.creative,Magnexis APIHub > Web,api-web-gen-web-vector-align-profile-retail-0307-creative,web,Vector Align Profile Retail 0307 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Synthesis,creative,align|creative,75,39.62
Vector Align Profile Retail 0307 Compact,web.gen-web-vector-align-profile-retail-0307.compact,Magnexis APIHub > Web,api-web-gen-web-vector-align-profile-retail-0307-compact,web,Vector Align Profile Retail 0307 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Synthesis,compact,align|compact,75,40.28
Vector Align Profile Retail 0307 Verbose,web.gen-web-vector-align-profile-retail-0307.verbose,Magnexis APIHub > Web,api-web-gen-web-vector-align-profile-retail-0307-verbose,web,Vector Align Profile Retail 0307 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Synthesis,verbose,align|gen-306,75,39.53
Vector Align Profile Retail 0307 Safe,web.gen-web-vector-align-profile-retail-0307.safe,Magnexis APIHub > Web,api-web-gen-web-vector-align-profile-retail-0307-safe,web,Vector Align Profile Retail 0307 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Synthesis,safe,align|gen-306,75,39.66
Vector Align Profile Retail 0307 Adaptive,web.gen-web-vector-align-profile-retail-0307.adaptive,Magnexis APIHub > Web,api-web-gen-web-vector-align-profile-retail-0307-adaptive,web,Vector Align Profile Retail 0307 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Synthesis,adaptive,adaptive|align,75,39.48
Vector Align Profile Retail 0307 Batch,web.gen-web-vector-align-profile-retail-0307.batch,Magnexis APIHub > Web,api-web-gen-web-vector-align-profile-retail-0307-batch,web,Vector Align Profile Retail 0307 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Synthesis,batch,align|batch,75,40.44
