Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
Spire Blend Ledger Retail 0656 Creative,finance.gen-finance-spire-blend-ledger-retail-0656.creative,Magnexis APIHub > Finance,api-finance-gen-finance-spire-blend-ledger-retail-0656-creative,finance,Spire Blend Ledger Retail 0656 orchestrates deterministic routing results for finance workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Routing,creative,blend|creative,45,24.70
Atlas Scan Canvas Retail 1069 Batch,dev.gen-dev-atlas-scan-canvas-retail-1069.batch,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-scan-canvas-retail-1069-batch,dev,Atlas Scan Canvas Retail 1069 orchestrates deterministic orchestration results for dev workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Orchestration,batch,atlas|batch,75,16.02
Forge Scan Canvas Retail 1070,data.gen-data-forge-scan-canvas-retail-1070.standard,Magnexis APIHub > Data,api-data-gen-data-forge-scan-canvas-retail-1070,data,Forge Scan Canvas Retail 1070 orchestrates deterministic diagnostic results for data workflows in retail scenarios.,medium,none,free,Diagnostic,standard,canvas|data,60,16.18
Forge Scan Canvas Retail 1070 Fast,data.gen-data-forge-scan-canvas-retail-1070.fast,Magnexis APIHub > Data,api-data-gen-data-forge-scan-canvas-retail-1070-fast,data,Forge Scan Canvas Retail 1070 orchestrates deterministic diagnostic results for data workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Diagnostic,fast,canvas|data,45,15.99
Forge Scan Canvas Retail 1070 Deep,data.gen-data-forge-scan-canvas-retail-1070.deep,Magnexis APIHub > Data,api-data-gen-data-forge-scan-canvas-retail-1070-deep,data,Forge Scan Canvas Retail 1070 orchestrates deterministic diagnostic results for data workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Diagnostic,deep,canvas|data,45,16.50
Forge Scan Canvas Retail 1070 Strict,data.gen-data-forge-scan-canvas-retail-1070.strict,Magnexis APIHub > Data,api-data-gen-data-forge-scan-canvas-retail-1070-strict,data,Forge Scan Canvas Retail 1070 orchestrates deterministic diagnostic results for data workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Diagnostic,strict,canvas|data,45,16.42
Forge Scan Canvas Retail 1070 Creative,data.gen-data-forge-scan-canvas-retail-1070.creative,Magnexis APIHub > Data,api-data-gen-data-forge-scan-canvas-retail-1070-creative,data,Forge Scan Canvas Retail 1070 orchestrates deterministic diagnostic results for data workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Diagnostic,creative,canvas|creative,45,16.17
Forge Scan Canvas Retail 1070 Compact,data.gen-data-forge-scan-canvas-retail-1070.compact,Magnexis APIHub > Data,api-data-gen-data-forge-scan-canvas-retail-1070-compact,data,Forge Scan Canvas Retail 1070 orchestrates deterministic diagnostic results for data workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Diagnostic,compact,canvas|compact,45,16.21
Forge Scan Canvas Retail 1070 Verbose,data.gen-data-forge-scan-canvas-retail-1070.verbose,Magnexis APIHub > Data,api-data-gen-data-forge-scan-canvas-retail-1070-verbose,data,Forge Scan Canvas Retail 1070 orchestrates deterministic diagnostic results for data workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Diagnostic,verbose,canvas|data,45,15.77
Forge Scan Canvas Retail 1070 Safe,data.gen-data-forge-scan-canvas-retail-1070.safe,Magnexis APIHub > Data,api-data-gen-data-forge-scan-canvas-retail-1070-safe,data,Forge Scan Canvas Retail 1070 orchestrates deterministic diagnostic results for data workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Diagnostic,safe,canvas|data,45,16.25
Forge Scan Canvas Retail 1070 Adaptive,data.gen-data-forge-scan-canvas-retail-1070.adaptive,Magnexis APIHub > Data,api-data-gen-data-forge-scan-canvas-retail-1070-adaptive,data,Forge Scan Canvas Retail 1070 orchestrates deterministic diagnostic results for data workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Diagnostic,adaptive,adaptive|canvas,45,16.63
Forge Scan Canvas Retail 1070 Batch,data.gen-data-forge-scan-canvas-retail-1070.batch,Magnexis APIHub > Data,api-data-gen-data-forge-scan-canvas-retail-1070-batch,data,Forge Scan Canvas Retail 1070 orchestrates deterministic diagnostic results for data workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Diagnostic,batch,batch|canvas,45,16.08
Ember Scan Canvas Retail 1071,business.gen-business-ember-scan-canvas-retail-1071.standard,Magnexis APIHub > Business,api-business-gen-business-ember-scan-canvas-retail-1071,business,Ember Scan Canvas Retail 1071 orchestrates deterministic enrichment results for business workflows in retail scenarios.,high,none,pro,Enrichment,standard,business|canvas,30,16.74
Ember Scan Canvas Retail 1071 Fast,business.gen-business-ember-scan-canvas-retail-1071.fast,Magnexis APIHub > Business,api-business-gen-business-ember-scan-canvas-retail-1071-fast,business,Ember Scan Canvas Retail 1071 orchestrates deterministic enrichment results for business workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Enrichment,fast,business|canvas,20,16.18
Ember Scan Canvas Retail 1071 Deep,business.gen-business-ember-scan-canvas-retail-1071.deep,Magnexis APIHub > Business,api-business-gen-business-ember-scan-canvas-retail-1071-deep,business,Ember Scan Canvas Retail 1071 orchestrates deterministic enrichment results for business workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Enrichment,deep,business|canvas,20,16.24
Ember Scan Canvas Retail 1071 Strict,business.gen-business-ember-scan-canvas-retail-1071.strict,Magnexis APIHub > Business,api-business-gen-business-ember-scan-canvas-retail-1071-strict,business,Ember Scan Canvas Retail 1071 orchestrates deterministic enrichment results for business workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Enrichment,strict,business|canvas,20,15.83
Ember Scan Canvas Retail 1071 Creative,business.gen-business-ember-scan-canvas-retail-1071.creative,Magnexis APIHub > Business,api-business-gen-business-ember-scan-canvas-retail-1071-creative,business,Ember Scan Canvas Retail 1071 orchestrates deterministic enrichment results for business workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Enrichment,creative,business|canvas,20,16.47
Ember Scan Canvas Retail 1071 Compact,business.gen-business-ember-scan-canvas-retail-1071.compact,Magnexis APIHub > Business,api-business-gen-business-ember-scan-canvas-retail-1071-compact,business,Ember Scan Canvas Retail 1071 orchestrates deterministic enrichment results for business workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Enrichment,compact,business|canvas,20,16.76
Ember Scan Canvas Retail 1071 Verbose,business.gen-business-ember-scan-canvas-retail-1071.verbose,Magnexis APIHub > Business,api-business-gen-business-ember-scan-canvas-retail-1071-verbose,business,Ember Scan Canvas Retail 1071 orchestrates deterministic enrichment results for business workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Enrichment,verbose,business|canvas,20,15.93
Ember Scan Canvas Retail 1071 Safe,business.gen-business-ember-scan-canvas-retail-1071.safe,Magnexis APIHub > Business,api-business-gen-business-ember-scan-canvas-retail-1071-safe,business,Ember Scan Canvas Retail 1071 orchestrates deterministic enrichment results for business workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Enrichment,safe,business|canvas,20,16.75
Ember Scan Canvas Retail 1071 Adaptive,business.gen-business-ember-scan-canvas-retail-1071.adaptive,Magnexis APIHub > Business,api-business-gen-business-ember-scan-canvas-retail-1071-adaptive,business,Ember Scan Canvas Retail 1071 orchestrates deterministic enrichment results for business workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Enrichment,adaptive,adaptive|business,20,15.97
Ember Scan Canvas Retail 1071 Batch,business.gen-business-ember-scan-canvas-retail-1071.batch,Magnexis APIHub > Business,api-business-gen-business-ember-scan-canvas-retail-1071-batch,business,Ember Scan Canvas Retail 1071 orchestrates deterministic enrichment results for business workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Enrichment,batch,batch|business,20,16.36
Spire Scan Canvas Retail 1072,finance.gen-finance-spire-scan-canvas-retail-1072.standard,Magnexis APIHub > Finance,api-finance-gen-finance-spire-scan-canvas-retail-1072,finance,Spire Scan Canvas Retail 1072 orchestrates deterministic forecasting results for finance workflows in retail scenarios.,low,none,free,Forecasting,standard,canvas|finance,90,16.05
Spire Scan Canvas Retail 1072 Fast,finance.gen-finance-spire-scan-canvas-retail-1072.fast,Magnexis APIHub > Finance,api-finance-gen-finance-spire-scan-canvas-retail-1072-fast,finance,Spire Scan Canvas Retail 1072 orchestrates deterministic forecasting results for finance workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Forecasting,fast,canvas|fast,75,16.28
Spire Scan Canvas Retail 1072 Deep,finance.gen-finance-spire-scan-canvas-retail-1072.deep,Magnexis APIHub > Finance,api-finance-gen-finance-spire-scan-canvas-retail-1072-deep,finance,Spire Scan Canvas Retail 1072 orchestrates deterministic forecasting results for finance workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Forecasting,deep,canvas|deep,75,16.09
Spire Scan Canvas Retail 1072 Strict,finance.gen-finance-spire-scan-canvas-retail-1072.strict,Magnexis APIHub > Finance,api-finance-gen-finance-spire-scan-canvas-retail-1072-strict,finance,Spire Scan Canvas Retail 1072 orchestrates deterministic forecasting results for finance workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Forecasting,strict,canvas|finance,75,16.39
Spire Scan Canvas Retail 1072 Creative,finance.gen-finance-spire-scan-canvas-retail-1072.creative,Magnexis APIHub > Finance,api-finance-gen-finance-spire-scan-canvas-retail-1072-creative,finance,Spire Scan Canvas Retail 1072 orchestrates deterministic forecasting results for finance workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Forecasting,creative,canvas|creative,75,16.30
Spire Scan Canvas Retail 1072 Compact,finance.gen-finance-spire-scan-canvas-retail-1072.compact,Magnexis APIHub > Finance,api-finance-gen-finance-spire-scan-canvas-retail-1072-compact,finance,Spire Scan Canvas Retail 1072 orchestrates deterministic forecasting results for finance workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Forecasting,compact,canvas|compact,75,15.97
Spire Scan Canvas Retail 1072 Verbose,finance.gen-finance-spire-scan-canvas-retail-1072.verbose,Magnexis APIHub > Finance,api-finance-gen-finance-spire-scan-canvas-retail-1072-verbose,finance,Spire Scan Canvas Retail 1072 orchestrates deterministic forecasting results for finance workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Forecasting,verbose,canvas|finance,75,16.86
Spire Scan Canvas Retail 1072 Safe,finance.gen-finance-spire-scan-canvas-retail-1072.safe,Magnexis APIHub > Finance,api-finance-gen-finance-spire-scan-canvas-retail-1072-safe,finance,Spire Scan Canvas Retail 1072 orchestrates deterministic forecasting results for finance workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Forecasting,safe,canvas|finance,75,16.39
Spire Scan Canvas Retail 1072 Adaptive,finance.gen-finance-spire-scan-canvas-retail-1072.adaptive,Magnexis APIHub > Finance,api-finance-gen-finance-spire-scan-canvas-retail-1072-adaptive,finance,Spire Scan Canvas Retail 1072 orchestrates deterministic forecasting results for finance workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Forecasting,adaptive,adaptive|canvas,75,16.65
Spire Scan Canvas Retail 1072 Batch,finance.gen-finance-spire-scan-canvas-retail-1072.batch,Magnexis APIHub > Finance,api-finance-gen-finance-spire-scan-canvas-retail-1072-batch,finance,Spire Scan Canvas Retail 1072 orchestrates deterministic forecasting results for finance workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Forecasting,batch,batch|canvas,75,15.98
Aurora Align Canvas Retail 1073,security.gen-security-aurora-align-canvas-retail-1073.standard,Magnexis APIHub > Security,api-security-gen-security-aurora-align-canvas-retail-1073,security,Aurora Align Canvas Retail 1073 orchestrates deterministic mapping results for security workflows in retail scenarios.,medium,none,free,Mapping,standard,align|aurora,60,16.50
Aurora Align Canvas Retail 1073 Fast,security.gen-security-aurora-align-canvas-retail-1073.fast,Magnexis APIHub > Security,api-security-gen-security-aurora-align-canvas-retail-1073-fast,security,Aurora Align Canvas Retail 1073 orchestrates deterministic mapping results for security workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Mapping,fast,align|aurora,45,16.19
Aurora Align Canvas Retail 1073 Deep,security.gen-security-aurora-align-canvas-retail-1073.deep,Magnexis APIHub > Security,api-security-gen-security-aurora-align-canvas-retail-1073-deep,security,Aurora Align Canvas Retail 1073 orchestrates deterministic mapping results for security workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Mapping,deep,align|aurora,45,16.92
Aurora Align Canvas Retail 1073 Strict,security.gen-security-aurora-align-canvas-retail-1073.strict,Magnexis APIHub > Security,api-security-gen-security-aurora-align-canvas-retail-1073-strict,security,Aurora Align Canvas Retail 1073 orchestrates deterministic mapping results for security workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Mapping,strict,align|aurora,45,16.97
Aurora Align Canvas Retail 1073 Creative,security.gen-security-aurora-align-canvas-retail-1073.creative,Magnexis APIHub > Security,api-security-gen-security-aurora-align-canvas-retail-1073-creative,security,Aurora Align Canvas Retail 1073 orchestrates deterministic mapping results for security workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Mapping,creative,align|aurora,45,16.31
Aurora Align Canvas Retail 1073 Compact,security.gen-security-aurora-align-canvas-retail-1073.compact,Magnexis APIHub > Security,api-security-gen-security-aurora-align-canvas-retail-1073-compact,security,Aurora Align Canvas Retail 1073 orchestrates deterministic mapping results for security workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Mapping,compact,align|aurora,45,16.18
Aurora Align Canvas Retail 1073 Verbose,security.gen-security-aurora-align-canvas-retail-1073.verbose,Magnexis APIHub > Security,api-security-gen-security-aurora-align-canvas-retail-1073-verbose,security,Aurora Align Canvas Retail 1073 orchestrates deterministic mapping results for security workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Mapping,verbose,align|aurora,45,16.66
Aurora Align Canvas Retail 1073 Safe,security.gen-security-aurora-align-canvas-retail-1073.safe,Magnexis APIHub > Security,api-security-gen-security-aurora-align-canvas-retail-1073-safe,security,Aurora Align Canvas Retail 1073 orchestrates deterministic mapping results for security workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Mapping,safe,align|aurora,45,16.97
Aurora Align Canvas Retail 1073 Adaptive,security.gen-security-aurora-align-canvas-retail-1073.adaptive,Magnexis APIHub > Security,api-security-gen-security-aurora-align-canvas-retail-1073-adaptive,security,Aurora Align Canvas Retail 1073 orchestrates deterministic mapping results for security workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Mapping,adaptive,adaptive|align,45,16.66
Aurora Align Canvas Retail 1073 Batch,security.gen-security-aurora-align-canvas-retail-1073.batch,Magnexis APIHub > Security,api-security-gen-security-aurora-align-canvas-retail-1073-batch,security,Aurora Align Canvas Retail 1073 orchestrates deterministic mapping results for security workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Mapping,batch,align|aurora,45,16.57
Lattice Align Canvas Retail 1074,web.gen-web-lattice-align-canvas-retail-1074.standard,Magnexis APIHub > Web,api-web-gen-web-lattice-align-canvas-retail-1074,web,Lattice Align Canvas Retail 1074 orchestrates deterministic governance results for web workflows in retail scenarios.,high,none,pro,Governance,standard,align|canvas,30,16.98
Lattice Align Canvas Retail 1074 Fast,web.gen-web-lattice-align-canvas-retail-1074.fast,Magnexis APIHub > Web,api-web-gen-web-lattice-align-canvas-retail-1074-fast,web,Lattice Align Canvas Retail 1074 orchestrates deterministic governance results for web workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Governance,fast,align|canvas,20,16.52
Lattice Align Canvas Retail 1074 Deep,web.gen-web-lattice-align-canvas-retail-1074.deep,Magnexis APIHub > Web,api-web-gen-web-lattice-align-canvas-retail-1074-deep,web,Lattice Align Canvas Retail 1074 orchestrates deterministic governance results for web workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Governance,deep,align|canvas,20,16.21
Lattice Align Canvas Retail 1074 Strict,web.gen-web-lattice-align-canvas-retail-1074.strict,Magnexis APIHub > Web,api-web-gen-web-lattice-align-canvas-retail-1074-strict,web,Lattice Align Canvas Retail 1074 orchestrates deterministic governance results for web workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Governance,strict,align|canvas,20,16.95
Lattice Align Canvas Retail 1074 Creative,web.gen-web-lattice-align-canvas-retail-1074.creative,Magnexis APIHub > Web,api-web-gen-web-lattice-align-canvas-retail-1074-creative,web,Lattice Align Canvas Retail 1074 orchestrates deterministic governance results for web workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Governance,creative,align|canvas,20,16.43
