Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
Signal Shape Cluster Retail 1764 Verbose,media.gen-media-signal-shape-cluster-retail-1764.verbose,Magnexis APIHub > Media,api-media-gen-media-signal-shape-cluster-retail-1764-verbose,media,Signal Shape Cluster Retail 1764 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Optimization,verbose,cluster|gen-763,20,35.24
Signal Shape Cluster Retail 1764 Safe,media.gen-media-signal-shape-cluster-retail-1764.safe,Magnexis APIHub > Media,api-media-gen-media-signal-shape-cluster-retail-1764-safe,media,Signal Shape Cluster Retail 1764 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Optimization,safe,cluster|gen-763,20,35.75
Signal Shape Cluster Retail 1764 Adaptive,media.gen-media-signal-shape-cluster-retail-1764.adaptive,Magnexis APIHub > Media,api-media-gen-media-signal-shape-cluster-retail-1764-adaptive,media,Signal Shape Cluster Retail 1764 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Optimization,adaptive,adaptive|cluster,20,35.54
Signal Shape Cluster Retail 1764 Batch,media.gen-media-signal-shape-cluster-retail-1764.batch,Magnexis APIHub > Media,api-media-gen-media-signal-shape-cluster-retail-1764-batch,media,Signal Shape Cluster Retail 1764 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Optimization,batch,batch|cluster,20,35.42
Orbit Shape Cluster Retail 1765,game.gen-game-orbit-shape-cluster-retail-1765.standard,Magnexis APIHub > Game,api-game-gen-game-orbit-shape-cluster-retail-1765,game,Orbit Shape Cluster Retail 1765 orchestrates deterministic orchestration results for game workflows in retail scenarios.,low,none,free,Orchestration,standard,cluster|game,90,35.25
Orbit Shape Cluster Retail 1765 Fast,game.gen-game-orbit-shape-cluster-retail-1765.fast,Magnexis APIHub > Game,api-game-gen-game-orbit-shape-cluster-retail-1765-fast,game,Orbit Shape Cluster Retail 1765 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Orchestration,fast,cluster|fast,75,35.77
Orbit Shape Cluster Retail 1765 Deep,game.gen-game-orbit-shape-cluster-retail-1765.deep,Magnexis APIHub > Game,api-game-gen-game-orbit-shape-cluster-retail-1765-deep,game,Orbit Shape Cluster Retail 1765 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Orchestration,deep,cluster|deep,75,35.38
Orbit Shape Cluster Retail 1765 Strict,game.gen-game-orbit-shape-cluster-retail-1765.strict,Magnexis APIHub > Game,api-game-gen-game-orbit-shape-cluster-retail-1765-strict,game,Orbit Shape Cluster Retail 1765 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Orchestration,strict,cluster|game,75,35.32
Orbit Shape Cluster Retail 1765 Creative,game.gen-game-orbit-shape-cluster-retail-1765.creative,Magnexis APIHub > Game,api-game-gen-game-orbit-shape-cluster-retail-1765-creative,game,Orbit Shape Cluster Retail 1765 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Orchestration,creative,cluster|creative,75,35.44
Orbit Shape Cluster Retail 1765 Compact,game.gen-game-orbit-shape-cluster-retail-1765.compact,Magnexis APIHub > Game,api-game-gen-game-orbit-shape-cluster-retail-1765-compact,game,Orbit Shape Cluster Retail 1765 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Orchestration,compact,cluster|compact,75,35.54
Orbit Shape Cluster Retail 1765 Verbose,game.gen-game-orbit-shape-cluster-retail-1765.verbose,Magnexis APIHub > Game,api-game-gen-game-orbit-shape-cluster-retail-1765-verbose,game,Orbit Shape Cluster Retail 1765 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Orchestration,verbose,cluster|game,75,35.36
Orbit Shape Cluster Retail 1765 Safe,game.gen-game-orbit-shape-cluster-retail-1765.safe,Magnexis APIHub > Game,api-game-gen-game-orbit-shape-cluster-retail-1765-safe,game,Orbit Shape Cluster Retail 1765 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Orchestration,safe,cluster|game,75,35.58
Orbit Shape Cluster Retail 1765 Adaptive,game.gen-game-orbit-shape-cluster-retail-1765.adaptive,Magnexis APIHub > Game,api-game-gen-game-orbit-shape-cluster-retail-1765-adaptive,game,Orbit Shape Cluster Retail 1765 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Orchestration,adaptive,adaptive|cluster,75,35.93
Orbit Shape Cluster Retail 1765 Batch,game.gen-game-orbit-shape-cluster-retail-1765.batch,Magnexis APIHub > Game,api-game-gen-game-orbit-shape-cluster-retail-1765-batch,game,Orbit Shape Cluster Retail 1765 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Orchestration,batch,batch|cluster,75,35.63
Prism Shape Cluster Retail 1766,sim.gen-sim-prism-shape-cluster-retail-1766.standard,Magnexis APIHub > Sim,api-sim-gen-sim-prism-shape-cluster-retail-1766,sim,Prism Shape Cluster Retail 1766 orchestrates deterministic diagnostic results for sim workflows in retail scenarios.,medium,none,free,Diagnostic,standard,cluster|diagnostic,60,35.77
Prism Shape Cluster Retail 1766 Fast,sim.gen-sim-prism-shape-cluster-retail-1766.fast,Magnexis APIHub > Sim,api-sim-gen-sim-prism-shape-cluster-retail-1766-fast,sim,Prism Shape Cluster Retail 1766 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Diagnostic,fast,cluster|diagnostic,45,35.30
Prism Shape Cluster Retail 1766 Deep,sim.gen-sim-prism-shape-cluster-retail-1766.deep,Magnexis APIHub > Sim,api-sim-gen-sim-prism-shape-cluster-retail-1766-deep,sim,Prism Shape Cluster Retail 1766 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Diagnostic,deep,cluster|deep,45,35.44
Prism Shape Cluster Retail 1766 Strict,sim.gen-sim-prism-shape-cluster-retail-1766.strict,Magnexis APIHub > Sim,api-sim-gen-sim-prism-shape-cluster-retail-1766-strict,sim,Prism Shape Cluster Retail 1766 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Diagnostic,strict,cluster|diagnostic,45,35.76
Prism Shape Cluster Retail 1766 Creative,sim.gen-sim-prism-shape-cluster-retail-1766.creative,Magnexis APIHub > Sim,api-sim-gen-sim-prism-shape-cluster-retail-1766-creative,sim,Prism Shape Cluster Retail 1766 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Diagnostic,creative,cluster|creative,45,35.49
Prism Shape Cluster Retail 1766 Compact,sim.gen-sim-prism-shape-cluster-retail-1766.compact,Magnexis APIHub > Sim,api-sim-gen-sim-prism-shape-cluster-retail-1766-compact,sim,Prism Shape Cluster Retail 1766 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Diagnostic,compact,cluster|compact,45,35.92
Prism Shape Cluster Retail 1766 Verbose,sim.gen-sim-prism-shape-cluster-retail-1766.verbose,Magnexis APIHub > Sim,api-sim-gen-sim-prism-shape-cluster-retail-1766-verbose,sim,Prism Shape Cluster Retail 1766 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Diagnostic,verbose,cluster|diagnostic,45,35.50
Prism Shape Cluster Retail 1766 Safe,sim.gen-sim-prism-shape-cluster-retail-1766.safe,Magnexis APIHub > Sim,api-sim-gen-sim-prism-shape-cluster-retail-1766-safe,sim,Prism Shape Cluster Retail 1766 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Diagnostic,safe,cluster|diagnostic,45,35.68
Prism Shape Cluster Retail 1766 Adaptive,sim.gen-sim-prism-shape-cluster-retail-1766.adaptive,Magnexis APIHub > Sim,api-sim-gen-sim-prism-shape-cluster-retail-1766-adaptive,sim,Prism Shape Cluster Retail 1766 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Diagnostic,adaptive,adaptive|cluster,45,36.24
Prism Shape Cluster Retail 1766 Batch,sim.gen-sim-prism-shape-cluster-retail-1766.batch,Magnexis APIHub > Sim,api-sim-gen-sim-prism-shape-cluster-retail-1766-batch,sim,Prism Shape Cluster Retail 1766 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Diagnostic,batch,batch|cluster,45,35.67
Flux Shape Cluster Retail 1767,edu.gen-edu-flux-shape-cluster-retail-1767.standard,Magnexis APIHub > Edu,api-edu-gen-edu-flux-shape-cluster-retail-1767,edu,Flux Shape Cluster Retail 1767 orchestrates deterministic enrichment results for edu workflows in retail scenarios.,high,none,pro,Enrichment,standard,cluster|edu,30,36.05
Flux Shape Cluster Retail 1767 Fast,edu.gen-edu-flux-shape-cluster-retail-1767.fast,Magnexis APIHub > Edu,api-edu-gen-edu-flux-shape-cluster-retail-1767-fast,edu,Flux Shape Cluster Retail 1767 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Enrichment,fast,cluster|edu,20,35.50
Flux Shape Cluster Retail 1767 Deep,edu.gen-edu-flux-shape-cluster-retail-1767.deep,Magnexis APIHub > Edu,api-edu-gen-edu-flux-shape-cluster-retail-1767-deep,edu,Flux Shape Cluster Retail 1767 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Enrichment,deep,cluster|deep,20,36.03
Flux Shape Cluster Retail 1767 Strict,edu.gen-edu-flux-shape-cluster-retail-1767.strict,Magnexis APIHub > Edu,api-edu-gen-edu-flux-shape-cluster-retail-1767-strict,edu,Flux Shape Cluster Retail 1767 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Enrichment,strict,cluster|edu,20,35.53
Flux Shape Cluster Retail 1767 Creative,edu.gen-edu-flux-shape-cluster-retail-1767.creative,Magnexis APIHub > Edu,api-edu-gen-edu-flux-shape-cluster-retail-1767-creative,edu,Flux Shape Cluster Retail 1767 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Enrichment,creative,cluster|creative,20,35.91
Flux Shape Cluster Retail 1767 Compact,edu.gen-edu-flux-shape-cluster-retail-1767.compact,Magnexis APIHub > Edu,api-edu-gen-edu-flux-shape-cluster-retail-1767-compact,edu,Flux Shape Cluster Retail 1767 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Enrichment,compact,cluster|compact,20,36.11
Flux Shape Cluster Retail 1767 Verbose,edu.gen-edu-flux-shape-cluster-retail-1767.verbose,Magnexis APIHub > Edu,api-edu-gen-edu-flux-shape-cluster-retail-1767-verbose,edu,Flux Shape Cluster Retail 1767 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Enrichment,verbose,cluster|edu,20,35.52
Flux Shape Cluster Retail 1767 Safe,edu.gen-edu-flux-shape-cluster-retail-1767.safe,Magnexis APIHub > Edu,api-edu-gen-edu-flux-shape-cluster-retail-1767-safe,edu,Flux Shape Cluster Retail 1767 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Enrichment,safe,cluster|edu,20,35.91
Flux Shape Cluster Retail 1767 Adaptive,edu.gen-edu-flux-shape-cluster-retail-1767.adaptive,Magnexis APIHub > Edu,api-edu-gen-edu-flux-shape-cluster-retail-1767-adaptive,edu,Flux Shape Cluster Retail 1767 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Enrichment,adaptive,adaptive|cluster,20,35.53
Flux Shape Cluster Retail 1767 Batch,edu.gen-edu-flux-shape-cluster-retail-1767.batch,Magnexis APIHub > Edu,api-edu-gen-edu-flux-shape-cluster-retail-1767-batch,edu,Flux Shape Cluster Retail 1767 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Enrichment,batch,batch|cluster,20,36.43
Cinder Shape Cluster Retail 1768,utility.gen-utility-cinder-shape-cluster-retail-1768.standard,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-shape-cluster-retail-1768,utility,Cinder Shape Cluster Retail 1768 orchestrates deterministic forecasting results for utility workflows in retail scenarios.,low,none,free,Forecasting,standard,cinder|cluster,90,35.53
Cinder Shape Cluster Retail 1768 Fast,utility.gen-utility-cinder-shape-cluster-retail-1768.fast,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-shape-cluster-retail-1768-fast,utility,Cinder Shape Cluster Retail 1768 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Forecasting,fast,cinder|cluster,75,36.36
Cinder Shape Cluster Retail 1768 Deep,utility.gen-utility-cinder-shape-cluster-retail-1768.deep,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-shape-cluster-retail-1768-deep,utility,Cinder Shape Cluster Retail 1768 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Forecasting,deep,cinder|cluster,75,35.52
Cinder Shape Cluster Retail 1768 Strict,utility.gen-utility-cinder-shape-cluster-retail-1768.strict,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-shape-cluster-retail-1768-strict,utility,Cinder Shape Cluster Retail 1768 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Forecasting,strict,cinder|cluster,75,36.37
Cinder Shape Cluster Retail 1768 Creative,utility.gen-utility-cinder-shape-cluster-retail-1768.creative,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-shape-cluster-retail-1768-creative,utility,Cinder Shape Cluster Retail 1768 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Forecasting,creative,cinder|cluster,75,36.17
Cinder Shape Cluster Retail 1768 Compact,utility.gen-utility-cinder-shape-cluster-retail-1768.compact,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-shape-cluster-retail-1768-compact,utility,Cinder Shape Cluster Retail 1768 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Forecasting,compact,cinder|cluster,75,36.44
